Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,pc-1,3.1,12.75,93.95,25.4,,,,,,,,
2,pc-5,3.07,12.75,91.95,127,,,,,,,,
3,pc-20,3.07,12.7,89.1,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,171.852,72.7246,2.1835,,,,,,,,,,
,171.952,72.7667,2.1851,,,,,,,,,,
,172.052,72.8092,2.1866,,,,,,,,,,
,172.152,72.851,2.1883,,,,,,,,,,
,172.252,72.8943,2.1902,,,,,,,,,,
,172.352,72.9362,2.192,,,,,,,,,,
,172.452,72.979,2.1934,,,,,,,,,,
,172.552,73.0208,2.1951,,,,,,,,,,
,172.652,73.063,2.1962,,,,,,,,,,
,172.752,73.1056,2.1984,,,,,,,,,,
,172.852,73.1473,2.1991,,,,,,,,,,
,172.952,73.1906,2.2015,,,,,,,,,,
,173.052,73.2321,2.2024,,,,,,,,,,
,173.152,73.2755,2.2048,,,,,,,,,,
,173.252,73.3172,2.2059,,,,,,,,,,
,173.352,73.36,2.2077,,,,,,,,,,
,173.452,73.4018,2.2088,,,,,,,,,,
,173.552,73.444,2.2106,,,,,,,,,,
,173.652,73.4867,2.2119,,,,,,,,,,
,173.752,73.5285,2.2133,,,,,,,,,,
,173.852,73.5717,2.2147,,,,,,,,,,
,173.952,73.6133,2.2163,,,,,,,,,,
,174.052,73.6561,2.2179,,,,,,,,,,
,174.152,73.6983,2.2194,,,,,,,,,,
,174.252,73.7404,2.2207,,,,,,,,,,
,174.352,73.783,2.2223,,,,,,,,,,
,174.452,73.8249,2.2238,,,,,,,,,,
,174.552,73.8678,2.2253,,,,,,,,,,
,174.652,73.9095,2.2266,,,,,,,,,,
,174.752,73.9528,2.2284,,,,,,,,,,
,174.852,73.9944,2.2296,,,,,,,,,,
,174.952,74.0371,2.231,,,,,,,,,,
,175.052,74.0794,2.2326,,,,,,,,,,
,175.152,74.1212,2.2333,,,,,,,,,,
,175.252,74.1639,2.2353,,,,,,,,,,
,175.352,74.2057,2.2361,,,,,,,,,,
,175.452,74.2487,2.2382,,,,,,,,,,
,175.552,74.2907,2.2389,,,,,,,,,,
,175.652,74.3337,2.2408,,,,,,,,,,
,175.752,74.3755,2.2417,,,,,,,,,,
,175.852,74.4179,2.2431,,,,,,,,,,
,175.952,74.4603,2.2439,,,,,,,,,,
,176.052,74.5021,2.2453,,,,,,,,,,
,176.152,74.5452,2.2468,,,,,,,,,,
,176.252,74.587,2.2479,,,,,,,,,,
,176.352,74.6299,2.2494,,,,,,,,,,
,176.452,74.672,2.2503,,,,,,,,,,
,176.552,74.7145,2.2515,,,,,,,,,,
,176.652,74.7566,2.2524,,,,,,,,,,
,176.752,74.7983,2.253,,,,,,,,,,
,176.852,74.8412,2.2545,,,,,,,,,,
,176.952,74.8831,2.2551,,,,,,,,,,
,177.052,74.9264,2.2568,,,,,,,,,,
,177.152,74.9682,2.2574,,,,,,,,,,
,177.252,75.011,2.2587,,,,,,,,,,
,177.352,75.0529,2.2593,,,,,,,,,,
,177.452,75.0951,2.2601,,,,,,,,,,
,177.552,75.1376,2.2614,,,,,,,,,,
,177.652,75.1795,2.2615,,,,,,,,,,
,177.752,75.2225,2.2627,,,,,,,,,,
,177.852,75.2643,2.2627,,,,,,,,,,
,177.952,75.3075,2.264,,,,,,,,,,
,178.052,75.349,2.2642,,,,,,,,,,
,178.152,75.3916,2.2648,,,,,,,,,,
,178.252,75.4338,2.265,,,,,,,,,,
,178.352,75.4759,2.2657,,,,,,,,,,
,178.452,75.5186,2.2657,,,,,,,,,,
,178.552,75.5606,2.2661,,,,,,,,,,
,178.652,75.6036,2.2665,,,,,,,,,,
,178.752,75.6454,2.267,,,,,,,,,,
,178.852,75.6883,2.2669,,,,,,,,,,
,178.952,75.7302,2.2675,,,,,,,,,,
,179.052,75.7725,2.267,,,,,,,,,,
,179.152,75.815,2.2677,,,,,,,,,,
,179.252,75.857,2.2671,,,,,,,,,,
,179.352,75.8998,2.2677,,,,,,,,,,
,179.452,75.9417,2.2671,,,,,,,,,,
,179.552,75.9843,2.2676,,,,,,,,,,
,179.652,76.0265,2.2672,,,,,,,,,,
,179.752,76.0691,2.2675,,,,,,,,,,
,179.852,76.1113,2.2673,,,,,,,,,,
,179.952,76.153,2.2669,,,,,,,,,,
,180.052,76.1961,2.2671,,,,,,,,,,
,180.152,76.2376,2.2668,,,,,,,,,,
,180.252,76.281,2.2675,,,,,,,,,,
,180.352,76.3228,2.2671,,,,,,,,,,
,180.452,76.3659,2.2677,,,,,,,,,,
,180.552,76.4077,2.2672,,,,,,,,,,
,180.652,76.4499,2.2675,,,,,,,,,,
,180.752,76.4923,2.2673,,,,,,,,,,
,180.852,76.5339,2.2672,,,,,,,,,,
,180.952,76.577,2.2673,,,,,,,,,,
,181.052,76.6189,2.2676,,,,,,,,,,
,181.152,76.6621,2.2678,,,,,,,,,,
,181.252,76.7039,2.2678,,,,,,,,,,
,181.352,76.7463,2.2679,,,,,,,,,,
,181.452,76.7885,2.268,,,,,,,,,,
,181.552,76.8305,2.268,,,,,,,,,,
,181.652,76.8732,2.2687,,,,,,,,,,
,181.752,76.9153,2.2684,,,,,,,,,,
,181.852,76.9585,2.2697,,,,,,,,,,
,181.952,77.0002,2.269,,,,,,,,,,
,182.052,77.0431,2.2704,,,,,,,,,,
,182.152,77.0849,2.2696,,,,,,,,,,
,182.252,77.1268,2.2701,,,,,,,,,,
,182.352,77.1695,2.2704,,,,,,,,,,
,182.452,77.2116,2.2711,,,,,,,,,,
,182.552,77.2544,2.2709,,,,,,,,,,
,182.652,77.2964,2.2715,,,,,,,,,,
,182.752,77.3391,2.2717,,,,,,,,,,
,182.852,77.3811,2.2718,,,,,,,,,,
,182.952,77.4237,2.2719,,,,,,,,,,
,183.052,77.466,2.2727,,,,,,,,,,
,183.152,77.5077,2.2721,,,,,,,,,,
,183.252,77.551,2.2734,,,,,,,,,,
,183.352,77.5924,2.2728,,,,,,,,,,
,183.452,77.6358,2.2743,,,,,,,,,,
,183.552,77.6773,2.2741,,,,,,,,,,
,183.652,77.7202,2.2751,,,,,,,,,,
,183.752,77.7621,2.2753,,,,,,,,,,
,183.852,77.8045,2.2762,,,,,,,,,,
,183.952,77.8469,2.2772,,,,,,,,,,
,184.052,77.8889,2.278,,,,,,,,,,
,184.152,77.9318,2.2793,,,,,,,,,,
,184.252,77.9736,2.2799,,,,,,,,,,
,184.352,78.0166,2.2815,,,,,,,,,,
,184.452,78.0585,2.2824,,,,,,,,,,
,184.552,78.101,2.2836,,,,,,,,,,
,184.652,78.1434,2.2846,,,,,,,,,,
,184.752,78.1855,2.2859,,,,,,,,,,
,184.852,78.228,2.2867,,,,,,,,,,
,184.952,78.2697,2.2878,,,,,,,,,,
,185.052,78.3128,2.2891,,,,,,,,,,
,185.152,78.3547,2.2903,,,,,,,,,,
,185.252,78.3976,2.2915,,,,,,,,,,
,185.352,78.4397,2.2928,,,,,,,,,,
,185.452,78.4816,2.2933,,,,,,,,,,
,185.552,78.5243,2.2952,,,,,,,,,,
,185.652,78.5661,2.2956,,,,,,,,,,
,185.752,78.6091,2.2974,,,,,,,,,,
,185.852,78.6511,2.298,,,,,,,,,,
,185.952,78.694,2.2998,,,,,,,,,,
,186.052,78.736,2.3006,,,,,,,,,,
,186.152,78.7785,2.302,,,,,,,,,,
,186.252,78.8206,2.3023,,,,,,,,,,
,186.352,78.8624,2.3035,,,,,,,,,,
,186.452,78.9052,2.3047,,,,,,,,,,
,186.552,78.9471,2.3059,,,,,,,,,,
,186.652,78.9904,2.3071,,,,,,,,,,
,186.752,79.0323,2.3083,,,,,,,,,,
,186.852,79.0749,2.3092,,,,,,,,,,
,186.952,79.1168,2.3102,,,,,,,,,,
,187.052,79.159,2.3112,,,,,,,,,,
,187.152,79.2015,2.3125,,,,,,,,,,
,187.252,79.2436,2.3133,,,,,,,,,,
,187.352,79.2864,2.3148,,,,,,,,,,
,187.452,79.3285,2.3157,,,,,,,,,,
,187.552,79.3714,2.3169,,,,,,,,,,
,187.652,79.4133,2.318,,,,,,,,,,
,187.752,79.4556,2.3188,,,,,,,,,,
,187.852,79.4978,2.3202,,,,,,,,,,
,187.952,79.5398,2.3209,,,,,,,,,,
,188.052,79.5827,2.3223,,,,,,,,,,
,188.152,79.6245,2.3231,,,,,,,,,,
,188.252,79.6677,2.3249,,,,,,,,,,
,188.352,79.7093,2.3256,,,,,,,,,,
,188.452,79.7522,2.3273,,,,,,,,,,
,188.552,79.7942,2.3278,,,,,,,,,,
,188.652,79.8362,2.329,,,,,,,,,,
,188.752,79.879,2.33,,,,,,,,,,
,188.852,79.921,2.3315,,,,,,,,,,
,188.952,79.9641,2.3323,,,,,,,,,,
,189.052,80.0056,2.3337,,,,,,,,,,
,189.152,80.0487,2.3345,,,,,,,,,,
,189.252,80.0902,2.3357,,,,,,,,,,
,189.352,80.133,2.3366,,,,,,,,,,
,189.452,80.1753,2.3379,,,,,,,,,,
,189.552,80.2173,2.3386,,,,,,,,,,
,189.652,80.2599,2.3401,,,,,,,,,,
,189.752,80.3019,2.3404,,,,,,,,,,
,189.852,80.3447,2.3422,,,,,,,,,,
,189.952,80.387,2.3429,,,,,,,,,,
,190.052,80.4295,2.3441,,,,,,,,,,
,190.152,80.4717,2.3447,,,,,,,,,,
,190.252,80.514,2.3459,,,,,,,,,,
,190.352,80.5564,2.3467,,,,,,,,,,
,190.452,80.598,2.3472,,,,,,,,,,
,190.552,80.6411,2.3484,,,,,,,,,,
,190.652,80.6828,2.3489,,,,,,,,,,
,190.752,80.7261,2.3499,,,,,,,,,,
,190.852,80.768,2.3504,,,,,,,,,,
,190.952,80.8104,2.3506,,,,,,,,,,
,191.052,80.8525,2.3506,,,,,,,,,,
,191.152,80.8943,2.3502,,,,,,,,,,
,191.252,80.9372,2.3489,,,,,,,,,,
,191.343,80.9753,2.3265,,,,,,,,,,
,191.345,80.9762,2.283,,,,,,,,,,
,191.346,80.9766,2.2508,,,,,,,,,,
,191.347,80.977,2.2125,,,,,,,,,,
,191.348,80.9774,2.169,,,,,,,,,,
,191.349,80.9778,2.1208,,,,,,,,,,
,191.35,80.9782,2.0687,,,,,,,,,,
,191.351,80.9786,2.0133,,,,,,,,,,
,191.352,80.979,1.9549,,,,,,,,,,
,191.353,80.9795,1.8941,,,,,,,,,,
,191.354,80.9799,1.8313,,,,,,,,,,
,191.355,80.9803,1.767,,,,,,,,,,
,191.356,80.9807,1.7014,,,,,,,,,,
,191.357,80.9811,1.635,,,,,,,,,,
,191.358,80.9816,1.568,,,,,,,,,,
,191.359,80.982,1.5008,,,,,,,,,,
,191.36,80.9824,1.4336,,,,,,,,,,
,191.361,80.9828,1.3667,,,,,,,,,,
