Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,LDPE-1,3.25,14.73,90.8,25.4,,,,,,,,
2,LDPE-5,3.25,14.73,87.88,127,,,,,,,,
3,LDPE-20,3.25,14.73,82.35,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,0,0,-0.0088,,,0,0,-0.0072,,,0,0,-0.0055
,142.6,60.3397,0.4373,,,142.128,300.7245,0.4256,,,,,
,142.7,60.3818,0.4373,,,142.228,300.9367,0.4258,,,,,
,142.8,60.4238,0.4376,,,142.328,301.1483,0.4256,,,,,
,142.9,60.4664,0.437,,,142.428,301.3594,0.4258,,,,,
,143,60.5083,0.4372,,,142.528,301.5716,0.426,,,,,
,143.1,60.5516,0.4375,,,142.628,301.7834,0.426,,,,,
,143.2,60.5934,0.4371,,,142.728,301.9944,0.426,,,,,
,143.3,60.6364,0.4375,,,142.828,302.2064,0.426,,,,,
,143.4,60.6781,0.437,,,142.928,302.4182,0.4261,,,,,
,143.5,60.7205,0.4371,,,143.028,302.6298,0.4258,,,,,
,143.6,60.7627,0.4374,,,143.128,302.8415,0.426,,,,,
,143.7,60.8046,0.4372,,,143.228,303.0529,0.4261,,,,,
,143.8,60.8477,0.4371,,,143.328,303.2647,0.4262,,,,,
,143.9,60.8895,0.4372,,,143.428,303.4767,0.4262,,,,,
,144,60.9326,0.4371,,,143.528,303.6877,0.4257,,,,,
,144.1,60.9743,0.4369,,,143.628,303.8998,0.4262,,,,,
,144.2,61.017,0.4371,,,143.728,304.112,0.4262,,,,,
,144.3,61.0591,0.4368,,,143.828,304.3227,0.426,,,,,
,144.4,61.1013,0.4367,,,143.928,304.5347,0.4263,,,,,
,144.5,61.1437,0.437,,,144.028,304.7466,0.4263,,,,,
,144.6,61.1859,0.4367,,,144.128,304.9579,0.4261,,,,,
,144.7,61.2289,0.4369,,,144.228,305.1698,0.4265,,,,,
,144.8,61.2706,0.4369,,,144.328,305.3816,0.4267,,,,,
,144.9,61.3137,0.4368,,,144.428,305.593,0.4265,,,,,
,145,61.3553,0.4371,,,144.528,305.8049,0.4268,,,,,
,145.1,61.3977,0.4366,,,144.628,306.0161,0.4268,,,,,
,145.2,61.4402,0.4366,,,144.728,306.2281,0.4267,,,,,
,145.3,61.4822,0.437,,,144.828,306.4403,0.4268,,,,,
,145.4,61.5249,0.4365,,,144.928,306.6513,0.4264,,,,,
,145.5,61.5665,0.4366,,,145.028,306.8627,0.4267,,,,,
,145.6,61.6098,0.4367,,,145.128,307.0751,0.4266,,,,,
,145.7,61.6517,0.4365,,,145.228,307.2864,0.4267,,,,,
,145.8,61.6946,0.4368,,,145.328,307.4978,0.4264,,,,,
,145.9,61.7366,0.4365,,,145.428,307.7097,0.4266,,,,,
,146,61.7787,0.4362,,,145.528,307.9214,0.4266,,,,,
,146.1,61.8213,0.4363,,,145.628,308.1334,0.4266,,,,,
,146.2,61.863,0.4362,,,145.728,308.3445,0.4264,,,,,
,146.3,61.9062,0.4361,,,145.828,308.5562,0.4267,,,,,
,146.4,61.9478,0.4366,,,145.928,308.7685,0.4268,,,,,
,146.5,61.991,0.4366,,,146.028,308.9799,0.4269,,,,,
,146.6,62.0328,0.4364,,,146.128,309.191,0.4271,,,,,
,146.7,62.0752,0.4366,,,146.228,309.4036,0.4272,,,,,
,146.8,62.1175,0.4365,,,146.328,309.6146,0.4271,,,,,
,146.9,62.1592,0.4362,,,146.428,309.8262,0.4272,,,,,
,147,62.2021,0.4363,,,146.528,310.0383,0.4272,,,,,
,147.1,62.244,0.4361,,,146.628,310.2498,0.4273,,,,,
,147.2,62.2873,0.4359,,,146.728,310.4611,0.4273,,,,,
,147.3,62.3291,0.4358,,,146.828,310.6732,0.4273,,,,,
,147.4,62.3719,0.4356,,,146.928,310.8846,0.4274,,,,,
,147.5,62.4139,0.4364,,,147.028,311.0966,0.4274,,,,,
,147.6,62.456,0.4359,,,147.128,311.3082,0.4274,,,,,
,147.7,62.4983,0.4357,,,147.228,311.5192,0.4276,,,,,
,147.8,62.5404,0.4359,,,147.328,311.7318,0.4276,,,,,
,147.9,62.5834,0.436,,,147.428,311.9433,0.4276,,,,,
,148,62.6254,0.4357,,,147.528,312.1546,0.4274,,,,,
,148.1,62.6683,0.4361,,,147.628,312.3665,0.4277,,,,,
,148.2,62.7102,0.4357,,,147.728,312.5783,0.4277,,,,,
,148.3,62.7522,0.4356,,,147.828,312.7897,0.4275,,,,,
,148.4,62.7947,0.4359,,,147.928,313.0015,0.4277,,,,,
,148.5,62.8366,0.4355,,,148.028,313.2128,0.4276,,,,,
,148.6,62.8799,0.4354,,,148.128,313.4249,0.4279,,,,,
,148.7,62.9212,0.4355,,,148.228,313.6368,0.4279,,,,,
,148.8,62.9647,0.4353,,,148.328,313.8477,0.4282,,,,,
,148.9,63.0065,0.4354,,,148.428,314.0596,0.4283,,,,,
,149,63.0492,0.4353,,,148.528,314.2718,0.4282,,,,,
,149.1,63.091,0.435,,,148.628,314.4828,0.4281,,,,,
,149.2,63.1333,0.4356,,,148.728,314.6946,0.428,,,,,
,149.3,63.1759,0.4351,,,148.828,314.9069,0.4282,,,,,
,149.4,63.2178,0.435,,,148.928,315.118,0.4282,,,,,
,149.5,63.2609,0.4354,,,149.028,315.3297,0.4283,,,,,
,149.6,63.3024,0.4347,,,149.128,315.5415,0.4284,,,,,
,149.7,63.3455,0.4347,,,149.228,315.7531,0.4284,,,,,
,149.8,63.3873,0.4351,,,149.328,315.9648,0.4283,,,,,
,149.9,63.4297,0.4349,,,149.428,316.1764,0.4283,,,,,
,150,63.4721,0.4351,,,149.528,316.388,0.4284,,,,,
,150.1,63.5141,0.4349,,,149.628,316.6004,0.4286,,,,,
,150.2,63.557,0.4344,,,149.728,316.811,0.4283,,,,,
,150.3,63.5989,0.4347,,,149.828,317.0228,0.4285,,,,,
,150.4,63.6419,0.4347,,,149.928,317.2351,0.4288,,,,,
,150.5,63.6836,0.4346,,,150.028,317.4464,0.4287,,,,,
,150.6,63.7265,0.435,,,150.128,317.6579,0.4287,,,,,
,150.7,63.7685,0.4347,,,150.228,317.8698,0.4289,,,,,
,150.8,63.8106,0.4344,,,150.328,318.0814,0.429,,,,,
,150.9,63.8531,0.4344,,,150.428,318.2931,0.4292,,,,,
,151,63.895,0.4341,,,150.528,318.5048,0.429,,,,,
,151.1,63.9379,0.4344,,,150.628,318.7161,0.4293,,,,,
,151.2,63.98,0.4346,,,150.728,318.9288,0.4291,,,,,
,151.3,64.023,0.4343,,,150.828,319.1396,0.4291,,,,,
,151.4,64.0649,0.4341,,,150.928,319.351,0.4292,,,,,
,151.5,64.1068,0.4344,,,151.028,319.5634,0.4292,,,,,
,151.6,64.1496,0.4341,,,151.128,319.7748,0.4293,,,,,
,151.7,64.1913,0.4343,,,151.228,319.986,0.4293,,,,,
,151.8,64.2344,0.4339,,,151.328,320.1984,0.4292,,,,,
,151.9,64.276,0.4338,,,151.428,320.4098,0.4292,,,,,
,152,64.3195,0.4342,,,151.528,320.6214,0.4293,,,,,
,152.1,64.3611,0.4341,,,151.628,320.8332,0.4293,,,,,
,152.2,64.4039,0.4339,,,151.728,321.0447,0.4293,,,,,
,152.3,64.4457,0.4341,,,151.828,321.2566,0.4296,,,,,
,152.4,64.4877,0.4338,,,151.928,321.4682,0.4293,,,,,
,152.5,64.5303,0.4338,,,152.028,321.6793,0.4295,,,,,
,152.6,64.5724,0.4339,,,152.128,321.8915,0.4298,,,,,
,152.7,64.6155,0.4338,,,152.228,322.1033,0.4296,,,,,
,152.8,64.6574,0.4337,,,152.328,322.3143,0.4294,,,,,
,152.9,64.7003,0.4338,,,152.428,322.5266,0.4299,,,,,
,153,64.7421,0.4334,,,152.528,322.738,0.4295,,,,,
,153.1,64.7845,0.4336,,,152.628,322.9497,0.4297,,,,,
,153.2,64.8267,0.4336,,,152.728,323.1615,0.4296,,,,,
,153.3,64.8687,0.4331,,,152.828,323.3731,0.4298,,,,,
,153.4,64.9116,0.4337,,,152.928,323.5847,0.4297,,,,,
,153.5,64.9536,0.4335,,,153.028,323.7968,0.4295,,,,,
,153.6,64.9966,0.4331,,,153.128,324.0078,0.4297,,,,,
,153.7,65.0383,0.4335,,,153.228,324.2198,0.4296,,,,,
,153.8,65.0808,0.4334,,,153.328,324.432,0.4295,,,,,
,153.9,65.1231,0.4331,,,153.428,324.6428,0.4296,,,,,
,154,65.1651,0.4335,,,153.528,324.8545,0.4295,,,,,
,154.1,65.208,0.4333,,,153.628,325.0667,0.4295,,,,,
,154.2,65.2495,0.4332,,,153.728,325.278,0.4293,,,,,
,154.3,65.2929,0.4335,,,153.828,325.4894,0.4294,,,,,
,154.4,65.3347,0.433,,,153.928,325.7016,0.4292,,,,,
,154.5,65.3776,0.4329,,,154.028,325.9131,0.4291,,,,,
,154.6,65.4195,0.4332,,,154.128,326.1251,0.4291,,,,,
,154.7,65.4617,0.433,,,154.228,326.3361,0.4286,,,,,
,154.8,65.5043,0.4329,,,154.328,326.5479,0.4286,,,,,
,154.9,65.5461,0.4329,,,154.428,326.7602,0.4281,,,,,
,155,65.5891,0.433,,,154.528,326.9712,0.4277,,,,,
,155.1,65.6306,0.4327,,,154.628,327.1829,0.4274,,,,,
,155.2,65.6738,0.4329,,,154.728,327.3952,0.427,,,,,
,155.3,65.7156,0.4326,,,154.828,327.6062,0.4263,,,,,
,155.4,65.7585,0.4327,,,154.928,327.8179,0.4253,,,,,
,155.5,65.8005,0.4327,,,155.028,328.03,0.4241,,,,,
,155.6,65.8426,0.4324,,,155.128,328.2414,0.4224,,,,,
,155.7,65.8851,0.4328,,,155.228,328.4532,0.4198,,,,,
,155.8,65.9271,0.4326,,,155.303,328.612,0.3994,,,,,
,155.9,65.9701,0.4325,,,155.311,328.6288,0.3782,,,,,
,156,66.0122,0.4327,,,155.314,328.6352,0.3572,,,,,
,156.1,66.0548,0.4324,,,155.317,328.6414,0.3299,,,,,
,156.2,66.0969,0.4322,,,155.319,328.6457,0.3094,,,,,
,156.3,66.1392,0.4324,,,155.321,328.6499,0.2877,,,,,
,156.4,66.1814,0.4321,,,155.323,328.6541,0.2654,,,,,
,156.5,66.2232,0.4323,,,155.325,328.6584,0.2428,,,,,
,156.6,66.266,0.4324,,,155.327,328.6626,0.2204,,,,,
,156.7,66.3081,0.4321,,,155.329,328.6668,0.1985,,,,,
,156.8,66.3513,0.4322,,,155.331,328.671,0.1772,,,,,
,156.9,66.3932,0.4323,,,155.333,328.6753,0.1569,,,,,
,157,66.4356,0.4318,,,155.336,328.6816,0.1283,,,,,
,157.1,66.478,0.4319,,,155.339,328.688,0.1025,,,,,
,157.2,66.5197,0.4322,,,155.342,328.6943,0.0795,,,,,
,157.3,66.5625,0.4318,,,155.345,328.7007,0.0594,,,,,
,157.4,66.6043,0.432,,,155.349,328.7092,0.037,,,,,
,157.5,66.6476,0.432,,,155.354,328.7197,0.0155,,,,,
,157.6,66.6894,0.4318,,,155.362,328.7368,-0.006,,,,,
,157.7,66.7324,0.432,,,155.462,328.948,-0.0004,,,,,
,157.8,66.774,0.4318,,,155.562,329.1604,-0.0009,,,,,
,157.9,66.8164,0.4316,,,155.662,329.3717,-0.0009,,,,,
,158,66.8585,0.432,,,155.762,329.5831,-0.0007,,,,,
,158.1,66.9007,0.4317,,,155.862,329.7952,-0.001,,,,,
,158.2,66.9439,0.4315,,,155.962,330.0067,-0.0008,,,,,
,158.3,66.9856,0.4317,,,156.062,330.2185,-0.0009,,,,,
,158.4,67.0283,0.4316,,,156.162,330.43,-0.0007,,,,,
,158.5,67.0703,0.4313,,,156.262,330.6417,-0.0009,,,,,
,158.6,67.1129,0.4317,,,156.362,330.8535,-0.0006,,,,,
,158.7,67.1552,0.4314,,,156.462,331.0652,-0.0007,,,,,
,158.8,67.1973,0.4311,,,156.562,331.2765,-0.0008,,,,,
,158.9,67.24,0.4314,,,156.662,331.4886,-0.0006,,,,,
,159,67.2819,0.4312,,,156.762,331.7002,-0.0006,,,,,
,159.1,67.3249,0.431,,,156.862,331.9114,-0.0007,,,,,
,159.2,67.3666,0.4316,,,156.962,332.1234,-0.0006,,,,,
,159.3,67.4094,0.4312,,,157.062,332.3351,-0.0007,,,,,
,159.4,67.4513,0.4312,,,157.162,332.5467,-0.0007,,,,,
,159.5,67.4936,0.4313,,,157.262,332.7585,-0.0007,,,,,
,159.6,67.5362,0.4313,,,157.362,332.9698,-0.0008,,,,,
,159.7,67.578,0.4311,,,157.462,333.1819,-0.0006,,,,,
,159.8,67.6209,0.4312,,,157.562,333.3937,-0.0008,,,,,
,159.9,67.6627,0.4308,,,157.662,333.6047,-0.0006,,,,,
,160,67.7059,0.4311,,,157.762,333.8167,-0.0008,,,,,
,160.1,67.7477,0.4309,,,157.862,334.029,-0.0007,,,,,
,160.2,67.7904,0.4309,,,157.962,334.2398,-0.0004,,,,,
,160.3,67.8327,0.4309,,,158.062,334.4515,-0.0006,,,,,
,160.4,67.8747,0.4311,,,158.162,334.6636,-0.0006,,,,,
,160.5,67.9173,0.4307,,,158.262,334.875,-0.0007,,,,,
,160.6,67.9589,0.4308,,,158.362,335.0866,-0.0006,,,,,
,160.7,68.0021,0.4307,,,158.462,335.2983,-0.0006,,,,,
,160.8,68.0439,0.4305,,,158.562,335.5101,-0.0006,,,,,
,160.9,68.087,0.4307,,,158.662,335.722,-0.0009,,,,,
,161,68.1289,0.4304,,,158.762,335.9331,-0.0007,,,,,
,161.1,68.1711,0.4306,,,158.862,336.1449,-0.0008,,,,,
,161.2,68.2131,0.4305,,,158.962,336.3572,-0.0006,,,,,
,161.3,68.2554,0.4305,,,159.062,336.5682,-0.0008,,,,,
,161.4,68.2982,0.4302,,,159.162,336.78,-0.0007,,,,,
,161.5,68.3403,0.4305,,,159.262,336.992,-0.0007,,,,,
,161.6,68.3832,0.4303,,,159.362,337.2032,-0.0009,,,,,
,161.7,68.4253,0.4303,,,159.462,337.4149,-0.0009,,,,,
,161.8,68.4677,0.4305,,,159.562,337.627,-0.0008,,,,,
,161.9,68.5099,0.43,,,159.662,337.8383,-0.0008,,,,,
,162,68.5516,0.4301,,,159.76,338.046,-0.0008,,,,,
,162.1,68.5945,0.4304,,,,,,,,,,
,162.2,68.6364,0.4299,,,,,,,,,,
,162.3,68.6796,0.4303,,,,,,,,,,
,162.4,68.7214,0.4301,,,,,,,,,,
,162.5,68.7642,0.43,,,,,,,,,,
,162.6,68.8061,0.43,,,,,,,,,,
,162.7,68.8482,0.4301,,,,,,,,,,
,162.8,68.8907,0.4297,,,,,,,,,,
,162.9,68.9327,0.4299,,,,,,,,,,
,163,68.9757,0.4302,,,,,,,,,,
,163.1,69.0177,0.4297,,,,,,,,,,
,163.2,69.0608,0.4301,,,,,,,,,,
,163.3,69.1024,0.4299,,,,,,,,,,
,163.4,69.1448,0.4294,,,,,,,,,,
,163.5,69.1871,0.4296,,,,,,,,,,
,163.6,69.229,0.4297,,,,,,,,,,
,163.7,69.272,0.4294,,,,,,,,,,
,163.8,69.3138,0.4295,,,,,,,,,,
,163.9,69.3567,0.4296,,,,,,,,,,
,164,69.3986,0.4294,,,,,,,,,,
,164.1,69.4416,0.4294,,,,,,,,,,
,164.2,69.4834,0.4295,,,,,,,,,,
,164.3,69.5259,0.4292,,,,,,,,,,
,164.4,69.5681,0.4293,,,,,,,,,,
,164.5,69.6103,0.4294,,,,,,,,,,
,164.6,69.6531,0.4292,,,,,,,,,,
,164.7,69.6948,0.4294,,,,,,,,,,
,164.8,69.7378,0.4291,,,,,,,,,,
,164.9,69.7797,0.4288,,,,,,,,,,
,165,69.8223,0.4292,,,,,,,,,,
,165.1,69.8645,0.429,,,,,,,,,,
,165.2,69.9066,0.429,,,,,,,,,,
,165.3,69.9491,0.4292,,,,,,,,,,
,165.4,69.9909,0.4287,,,,,,,,,,
,165.5,70.0342,0.4288,,,,,,,,,,
,165.6,70.076,0.4288,,,,,,,,,,
,165.7,70.1189,0.4288,,,,,,,,,,
,165.8,70.1609,0.4287,,,,,,,,,,
,165.9,70.2033,0.4289,,,,,,,,,,
,166,70.2454,0.4287,,,,,,,,,,
,166.1,70.2874,0.4286,,,,,,,,,,
,166.2,70.3303,0.4286,,,,,,,,,,
,166.3,70.3719,0.4284,,,,,,,,,,
,166.4,70.4154,0.4287,,,,,,,,,,
,166.5,70.4572,0.4286,,,,,,,,,,
,166.6,70.4995,0.4283,,,,,,,,,,
,166.7,70.5418,0.4286,,,,,,,,,,
,166.8,70.5836,0.4281,,,,,,,,,,
,166.9,70.6264,0.4282,,,,,,,,,,
,167,70.6685,0.4284,,,,,,,,,,
,167.1,70.7114,0.4281,,,,,,,,,,
,167.2,70.7534,0.428,,,,,,,,,,
,167.3,70.7965,0.4284,,,,,,,,,,
,167.4,70.8381,0.4282,,,,,,,,,,
,167.5,70.8803,0.4279,,,,,,,,,,
,167.6,70.9227,0.4283,,,,,,,,,,
,167.7,70.9645,0.4282,,,,,,,,,,
,167.8,71.0079,0.4279,,,,,,,,,,
,167.9,71.0497,0.4279,,,,,,,,,,
,168,71.0926,0.4277,,,,,,,,,,
,168.1,71.1342,0.4277,,,,,,,,,,
,168.2,71.1768,0.4279,,,,,,,,,,
,168.3,71.219,0.4276,,,,,,,,,,
,168.4,71.2612,0.4276,,,,,,,,,,
,168.5,71.304,0.4279,,,,,,,,,,
,168.6,71.3459,0.4276,,,,,,,,,,
,168.7,71.389,0.4276,,,,,,,,,,
,168.8,71.4307,0.4276,,,,,,,,,,
,168.9,71.4735,0.4274,,,,,,,,,,
,169,71.5153,0.4273,,,,,,,,,,
,169.1,71.5576,0.4276,,,,,,,,,,
,169.2,71.6002,0.4272,,,,,,,,,,
,169.3,71.6421,0.4272,,,,,,,,,,
,169.4,71.685,0.4275,,,,,,,,,,
,169.5,71.7267,0.4272,,,,,,,,,,
,169.6,71.7697,0.4273,,,,,,,,,,
,169.7,71.8117,0.4273,,,,,,,,,,
,169.8,71.8543,0.4269,,,,,,,,,,
,169.9,71.8965,0.4273,,,,,,,,,,
,170,71.9386,0.427,,,,,,,,,,
,170.1,71.9813,0.427,,,,,,,,,,
,170.2,72.0231,0.4273,,,,,,,,,,
,170.3,72.0662,0.427,,,,,,,,,,
,170.4,72.1079,0.4266,,,,,,,,,,
,170.5,72.1508,0.427,,,,,,,,,,
,170.6,72.193,0.4267,,,,,,,,,,
,170.7,72.235,0.4265,,,,,,,,,,
,170.8,72.2775,0.4267,,,,,,,,,,
,170.9,72.319,0.4265,,,,,,,,,,
,171,72.3623,0.4267,,,,,,,,,,
,171.1,72.4042,0.4266,,,,,,,,,,
,171.2,72.4473,0.4264,,,,,,,,,,
,171.3,72.489,0.4263,,,,,,,,,,
,171.4,72.5317,0.4265,,,,,,,,,,
,171.5,72.5738,0.4262,,,,,,,,,,
,171.6,72.6159,0.4263,,,,,,,,,,
,171.7,72.6585,0.4264,,,,,,,,,,
,171.8,72.7005,0.4261,,,,,,,,,,
,171.9,72.7436,0.4262,,,,,,,,,,
,172,72.7855,0.4263,,,,,,,,,,
,172.1,72.8282,0.426,,,,,,,,,,
,172.2,72.8701,0.4261,,,,,,,,,,
,172.3,72.9121,0.4265,,,,,,,,,,
,172.4,72.9547,0.4257,,,,,,,,,,
,172.5,72.9966,0.426,,,,,,,,,,
,172.6,73.0398,0.4259,,,,,,,,,,
,172.7,73.0815,0.4259,,,,,,,,,,
,172.8,73.1247,0.4257,,,,,,,,,,
,172.9,73.1665,0.426,,,,,,,,,,
,173,73.209,0.4256,,,,,,,,,,
,173.1,73.251,0.4256,,,,,,,,,,
,173.2,73.2931,0.4259,,,,,,,,,,
,173.3,73.336,0.4253,,,,,,,,,,
,173.4,73.3779,0.4257,,,,,,,,,,
,173.5,73.4209,0.4256,,,,,,,,,,
,173.6,73.4625,0.4252,,,,,,,,,,
,173.7,73.5054,0.4254,,,,,,,,,,
,173.8,73.5475,0.4253,,,,,,,,,,
,173.9,73.5895,0.4251,,,,,,,,,,
,174,73.6324,0.4252,,,,,,,,,,
,174.1,73.6738,0.4253,,,,,,,,,,
,174.2,73.7172,0.4249,,,,,,,,,,
,174.3,73.7589,0.4249,,,,,,,,,,
,174.4,73.8021,0.4253,,,,,,,,,,
,174.5,73.8435,0.4248,,,,,,,,,,
,174.6,73.8864,0.4251,,,,,,,,,,
,174.7,73.9285,0.425,,,,,,,,,,
,174.8,73.9705,0.4249,,,,,,,,,,
,174.9,74.0133,0.4246,,,,,,,,,,
,175,74.055,0.4246,,,,,,,,,,
,175.1,74.098,0.4244,,,,,,,,,,
,175.2,74.14,0.4247,,,,,,,,,,
,175.3,74.1827,0.4243,,,,,,,,,,
,175.4,74.2249,0.4243,,,,,,,,,,
,175.5,74.267,0.4243,,,,,,,,,,
,175.6,74.3096,0.4242,,,,,,,,,,
,175.7,74.3512,0.4243,,,,,,,,,,
,175.8,74.3946,0.4244,,,,,,,,,,
,175.9,74.436,0.424,,,,,,,,,,
,176,74.4794,0.4241,,,,,,,,,,
,176.1,74.5212,0.4242,,,,,,,,,,
,176.2,74.5635,0.4241,,,,,,,,,,
,176.3,74.6057,0.4241,,,,,,,,,,
,176.4,74.6477,0.4241,,,,,,,,,,
,176.5,74.6904,0.424,,,,,,,,,,
,176.6,74.7323,0.4238,,,,,,,,,,
,176.7,74.7758,0.4241,,,,,,,,,,
,176.8,74.8172,0.4238,,,,,,,,,,
,176.9,74.8602,0.4238,,,,,,,,,,
,177,74.9022,0.4239,,,,,,,,,,
,177.1,74.9442,0.4235,,,,,,,,,,
,177.2,74.9869,0.4236,,,,,,,,,,
,177.3,75.0286,0.4238,,,,,,,,,,
,177.4,75.0718,0.4234,,,,,,,,,,
,177.5,75.1137,0.4233,,,,,,,,,,
,177.6,75.1567,0.4234,,,,,,,,,,
,177.7,75.1984,0.4234,,,,,,,,,,
,177.8,75.2406,0.4233,,,,,,,,,,
,177.9,75.2831,0.4232,,,,,,,,,,
,178,75.325,0.4231,,,,,,,,,,
,178.1,75.368,0.4231,,,,,,,,,,
,178.2,75.4099,0.423,,,,,,,,,,
,178.3,75.4529,0.4231,,,,,,,,,,
,178.4,75.4947,0.4229,,,,,,,,,,
,178.5,75.5375,0.4229,,,,,,,,,,
,178.6,75.5795,0.4227,,,,,,,,,,
,178.7,75.6216,0.4231,,,,,,,,,,
,178.8,75.6643,0.4229,,,,,,,,,,
,178.9,75.706,0.4227,,,,,,,,,,
,179,75.7492,0.423,,,,,,,,,,
,179.1,75.7907,0.4224,,,,,,,,,,
,179.2,75.8338,0.4226,,,,,,,,,,
,179.3,75.8756,0.4228,,,,,,,,,,
,179.4,75.9182,0.4225,,,,,,,,,,
,179.5,75.9604,0.4223,,,,,,,,,,
,179.6,76.0025,0.4225,,,,,,,,,,
,179.7,76.0452,0.4222,,,,,,,,,,
,179.8,76.0871,0.4221,,,,,,,,,,
,179.9,76.1302,0.4225,,,,,,,,,,
,180,76.172,0.422,,,,,,,,,,
,180.1,76.2148,0.4223,,,,,,,,,,
,180.2,76.257,0.4223,,,,,,,,,,
,180.3,76.2991,0.4221,,,,,,,,,,
,180.4,76.3415,0.4219,,,,,,,,,,
,180.5,76.3833,0.4222,,,,,,,,,,
,180.6,76.4261,0.4219,,,,,,,,,,
,180.7,76.4682,0.4217,,,,,,,,,,
,180.8,76.5114,0.4223,,,,,,,,,,
,180.9,76.5532,0.4216,,,,,,,,,,
,181,76.5953,0.4216,,,,,,,,,,
,181.1,76.6379,0.4217,,,,,,,,,,
,181.2,76.6795,0.4214,,,,,,,,,,
,181.3,76.7226,0.4213,,,,,,,,,,
,181.4,76.7645,0.4215,,,,,,,,,,
,181.5,76.8078,0.4212,,,,,,,,,,
,181.6,76.8495,0.4212,,,,,,,,,,
,181.7,76.8923,0.4213,,,,,,,,,,
,181.8,76.9341,0.421,,,,,,,,,,
,181.9,76.976,0.4212,,,,,,,,,,
,182,77.0187,0.4212,,,,,,,,,,
,182.1,77.0607,0.4211,,,,,,,,,,
,182.2,77.1039,0.4211,,,,,,,,,,
,182.3,77.1456,0.4209,,,,,,,,,,
,182.4,77.1885,0.4208,,,,,,,,,,
,182.5,77.2304,0.421,,,,,,,,,,
,182.6,77.2727,0.4208,,,,,,,,,,
,182.7,77.315,0.4205,,,,,,,,,,
,182.8,77.3572,0.4207,,,,,,,,,,
,182.9,77.4001,0.4205,,,,,,,,,,
,183,77.4418,0.4205,,,,,,,,,,
,183.1,77.485,0.4206,,,,,,,,,,
,183.2,77.5266,0.4204,,,,,,,,,,
,183.3,77.5692,0.4204,,,,,,,,,,
,183.4,77.6115,0.4206,,,,,,,,,,
,183.5,77.6536,0.4201,,,,,,,,,,
,183.6,77.6963,0.4201,,,,,,,,,,
,183.7,77.7381,0.4204,,,,,,,,,,
,183.8,77.7808,0.4201,,,,,,,,,,
,183.9,77.8228,0.42,,,,,,,,,,
,184,77.8659,0.4202,,,,,,,,,,
,184.1,77.9078,0.4198,,,,,,,,,,
,184.2,77.95,0.4197,,,,,,,,,,
,184.3,77.9928,0.4198,,,,,,,,,,
,184.4,78.0344,0.4197,,,,,,,,,,
,184.5,78.0775,0.4196,,,,,,,,,,
,184.6,78.1189,0.4197,,,,,,,,,,
,184.7,78.1622,0.4195,,,,,,,,,,
,184.8,78.204,0.4195,,,,,,,,,,
,184.9,78.2468,0.4196,,,,,,,,,,
,185,78.2887,0.4192,,,,,,,,,,
,185.1,78.3309,0.4196,,,,,,,,,,
,185.2,78.3735,0.4191,,,,,,,,,,
,185.3,78.4154,0.4191,,,,,,,,,,
,185.4,78.4583,0.4194,,,,,,,,,,
,185.5,78.5003,0.419,,,,,,,,,,
,185.6,78.5433,0.419,,,,,,,,,,
,185.7,78.5854,0.419,,,,,,,,,,
,185.8,78.6276,0.4189,,,,,,,,,,
,185.9,78.6698,0.4185,,,,,,,,,,
,186,78.7115,0.4189,,,,,,,,,,
,186.1,78.7546,0.4185,,,,,,,,,,
,186.2,78.7964,0.4186,,,,,,,,,,
,186.3,78.8396,0.4187,,,,,,,,,,
,186.4,78.8815,0.4183,,,,,,,,,,
,186.5,78.9239,0.4186,,,,,,,,,,
,186.6,78.9661,0.4184,,,,,,,,,,
,186.7,79.0082,0.4183,,,,,,,,,,
,186.8,79.0508,0.4183,,,,,,,,,,
,186.9,79.0928,0.4183,,,,,,,,,,
,187,79.1358,0.4179,,,,,,,,,,
,187.1,79.1778,0.4181,,,,,,,,,,
,187.2,79.2208,0.418,,,,,,,,,,
,187.3,79.2624,0.4178,,,,,,,,,,
,187.4,79.3046,0.4179,,,,,,,,,,
,187.5,79.3471,0.4179,,,,,,,,,,
,187.6,79.389,0.4176,,,,,,,,,,
,187.7,79.4321,0.4177,,,,,,,,,,
,187.8,79.4739,0.4178,,,,,,,,,,
,187.9,79.5169,0.4174,,,,,,,,,,
,188,79.5586,0.4175,,,,,,,,,,
,188.1,79.6014,0.4173,,,,,,,,,,
,188.2,79.6433,0.4173,,,,,,,,,,
,188.3,79.6856,0.4173,,,,,,,,,,
,188.4,79.7282,0.4174,,,,,,,,,,
,188.5,79.7703,0.417,,,,,,,,,,
,188.6,79.8131,0.4173,,,,,,,,,,
,188.7,79.855,0.417,,,,,,,,,,
,188.8,79.8977,0.4169,,,,,,,,,,
,188.9,79.9398,0.4169,,,,,,,,,,
,189,79.982,0.4169,,,,,,,,,,
,189.1,80.0246,0.4167,,,,,,,,,,
,189.2,80.0663,0.4169,,,,,,,,,,
