Results Table 1,,,,,,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,,,,,,
1,PMMA-RT-.1,3.43,12.57,91.44,2.54,,,,,,,,,,,,,
2,PMMA-RT-1.0,3.28,12.45,91.01,25.4,,,,,,,,,,,,,
3,PMMA-50-.1,3.28,12.6,92.71,2.54,,,,,,,,,,,,,
4,PMMA-50-1.0,3.2,12.62,87.86,25.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force,,4,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,77.8,3.2881,2.6709,,,,,,,,77.8,3.2887,1.3239,,,,,
,77.9,3.2921,2.6725,,,,,,,,77.9,3.2929,1.3241,,,,,
,78,3.2965,2.6741,,,,,,,,78,3.2972,1.3245,,,,,
,78.1,3.3005,2.6755,,,,,,,,78.1,3.3013,1.3251,,,,,
,78.2,3.3049,2.6769,,,,,,,,78.2,3.3055,1.325,,,,,
,78.3,3.3089,2.6784,,,,,,,,78.3,3.3096,1.3253,,,,,
,78.4,3.3135,2.6806,,,,,,,,78.4,3.3141,1.3258,,,,,
,78.5,3.3177,2.682,,,,,,,,78.5,3.3182,1.3262,,,,,
,78.6,3.3221,2.6837,,,,,,,,78.6,3.3224,1.327,,,,,
,78.7,3.326,2.6849,,,,,,,,78.7,3.3269,1.3273,,,,,
,78.8,3.3307,2.687,,,,,,,,78.8,3.331,1.3276,,,,,
,78.9,3.3346,2.688,,,,,,,,78.9,3.3354,1.3282,,,,,
,79,3.3391,2.69,,,,,,,,79,3.3396,1.3283,,,,,
,79.1,3.3429,2.6908,,,,,,,,79.1,3.3439,1.3288,,,,,
,79.2,3.3475,2.6927,,,,,,,,79.2,3.348,1.3291,,,,,
,79.3,3.3512,2.6936,,,,,,,,79.3,3.3523,1.3291,,,,,
,79.4,3.3559,2.6959,,,,,,,,79.4,3.3562,1.329,,,,,
,79.5,3.3595,2.6966,,,,,,,,79.5,3.3607,1.3299,,,,,
,79.6,3.3647,2.6993,,,,,,,,79.6,3.3648,1.3297,,,,,
,79.7,3.3683,2.6996,,,,,,,,79.7,3.369,1.3297,,,,,
,79.8,3.3731,2.702,,,,,,,,79.8,3.3734,1.33,,,,,
,79.9,3.3766,2.7028,,,,,,,,79.9,3.3777,1.3302,,,,,
,80,3.3816,2.7054,,,,,,,,80,3.3818,1.3293,,,,,
,80.1,3.385,2.7055,,,,,,,,80.1,3.3861,1.3304,,,,,
,80.2,3.3901,2.7081,,,,,,,,80.2,3.3904,1.3307,,,,,
,80.3,3.3933,2.7082,,,,,,,,80.3,3.3945,1.3315,,,,,
,80.4,3.3984,2.711,,,,,,,,80.4,3.3988,1.3308,,,,,
,80.5,3.4018,2.7112,,,,,,,,80.5,3.4027,1.3312,,,,,
,80.6,3.4068,2.7139,,,,,,,,80.6,3.4073,1.3316,,,,,
,80.7,3.4104,2.7145,,,,,,,,80.7,3.4112,1.3313,,,,,
,80.8,3.4155,2.7174,,,,,,,,80.8,3.4156,1.3319,,,,,
,80.9,3.4189,2.7173,,,,,,,,80.9,3.4196,1.3312,,,,,
,81,3.424,2.72,,,,,,,,81,3.4244,1.3319,,,,,
,81.1,3.4274,2.7205,,,,,,,,81.1,3.4282,1.3317,,,,,
,81.2,3.4324,2.723,,,,,,,,81.2,3.433,1.3321,,,,,
,81.3,3.436,2.7236,,,,,,,,81.3,3.4366,1.332,,,,,
,81.4,3.4406,2.7254,,,,,,,,81.4,3.4416,1.3332,,,,,
,81.5,3.4444,2.7265,,,,,,,,81.5,3.4452,1.3325,,,,,
,81.6,3.449,2.7284,,,,,,,,81.6,3.4497,1.3324,,,,,
,81.7,3.4528,2.729,,,,,,,,81.7,3.4534,1.333,,,,,
,81.8,3.4574,2.7313,,,,,,,,81.8,3.4583,1.3336,,,,,
,81.9,3.4618,2.7328,,,,,,,,81.9,3.4619,1.3329,,,,,
,82,3.466,2.7338,,,,,,,,82,3.4667,1.334,,,,,
,82.1,3.4699,2.7353,,,,,,,,82.1,3.4705,1.334,,,,,
,82.2,3.4743,2.7368,,,,,,,,82.2,3.4753,1.3344,,,,,
,82.3,3.4783,2.7378,,,,,,,,82.3,3.479,1.3343,,,,,
,82.4,3.4828,2.7397,,,,,,,,82.4,3.4837,1.3349,,,,,
,82.5,3.4868,2.7408,,,,,,,,82.5,3.4875,1.3348,,,,,
,82.6,3.4912,2.7424,,,,,,,,82.6,3.4921,1.3352,,,,,
,82.7,3.4953,2.7437,,,,,,,,82.7,3.4959,1.3355,,,,,
,82.8,3.4997,2.7452,,,,,,,,82.8,3.5003,1.336,,,,,
,82.9,3.5037,2.7463,,,,,,,,82.9,3.5043,1.3357,,,,,
,83,3.5083,2.7481,,,,,,,,83,3.5088,1.336,,,,,
,83.1,3.5123,2.7489,,,,,,,,83.1,3.5128,1.3363,,,,,
,83.2,3.517,2.7513,,,,,,,,83.2,3.5174,1.3367,,,,,
,83.3,3.5206,2.7519,,,,,,,,83.3,3.5214,1.3363,,,,,
,83.4,3.5255,2.754,,,,,,,,83.4,3.526,1.3367,,,,,
,83.5,3.5292,2.7546,,,,,,,,83.5,3.53,1.3371,,,,,
,83.6,3.534,2.7569,,,,,,,,83.6,3.5345,1.3373,,,,,
,83.7,3.5374,2.7571,,,,,,,,83.7,3.5384,1.3379,,,,,
,83.8,3.5423,2.7591,,,,,,,,83.8,3.543,1.3379,,,,,
,83.9,3.5459,2.7597,,,,,,,,83.9,3.5467,1.3374,,,,,
,84,3.5507,2.7617,,,,,,,,84,3.5514,1.3381,,,,,
,84.1,3.5544,2.7625,,,,,,,,84.1,3.5551,1.3376,,,,,
,84.2,3.5595,2.7649,,,,,,,,84.2,3.5598,1.3382,,,,,
,84.3,3.563,2.7652,,,,,,,,84.3,3.5635,1.3385,,,,,
,84.4,3.5678,2.7674,,,,,,,,84.4,3.5684,1.3388,,,,,
,84.5,3.5713,2.7675,,,,,,,,84.5,3.5721,1.3383,,,,,
,84.6,3.5762,2.77,,,,,,,,84.6,3.577,1.3394,,,,,
,84.7,3.5799,2.7704,,,,,,,,84.7,3.5807,1.3385,,,,,
,84.8,3.5845,2.7723,,,,,,,,84.8,3.5854,1.339,,,,,
,84.9,3.5883,2.7732,,,,,,,,84.9,3.5888,1.3388,,,,,
,85,3.5929,2.7749,,,,,,,,85,3.5937,1.3394,,,,,
,85.1,3.5968,2.7756,,,,,,,,85.1,3.5971,1.339,,,,,
,85.2,3.6013,2.7776,,,,,,,,85.2,3.6023,1.3398,,,,,
,85.3,3.6055,2.7782,,,,,,,,85.3,3.6057,1.3392,,,,,
,85.4,3.6099,2.7804,,,,,,,,85.4,3.6107,1.3402,,,,,
,85.5,3.6141,2.7813,,,,,,,,85.5,3.6142,1.3401,,,,,
,85.6,3.6183,2.7827,,,,,,,,85.6,3.6193,1.341,,,,,
,85.7,3.6227,2.7842,,,,,,,,85.7,3.6229,1.3413,,,,,
,85.8,3.6267,2.785,,,,,,,,85.8,3.6279,1.3425,,,,,
,85.9,3.6311,2.7865,,,,,,,,85.9,3.6314,1.3424,,,,,
,86,3.635,2.7875,,,,,,,,86,3.6364,1.3437,,,,,
,86.1,3.6394,2.7889,,,,,,,,86.1,3.6398,1.3434,,,,,
,86.2,3.6433,2.7897,,,,,,,,86.2,3.6445,1.3442,,,,,
,86.3,3.6478,2.7914,,,,,,,,86.3,3.6482,1.3443,,,,,
,86.4,3.6519,2.7924,,,,,,,,86.4,3.6529,1.3453,,,,,
,86.5,3.6567,2.7944,,,,,,,,86.5,3.6566,1.3457,,,,,
,86.6,3.6604,2.795,,,,,,,,86.6,3.6613,1.3466,,,,,
,86.7,3.6649,2.7963,,,,,,,,86.7,3.6654,1.3473,,,,,
,86.8,3.6689,2.7977,,,,,,,,86.8,3.6698,1.3474,,,,,
,86.9,3.6733,2.799,,,,,,,,86.9,3.674,1.348,,,,,
,87,3.6774,2.8001,,,,,,,,87,3.6782,1.3482,,,,,
,87.1,3.6817,2.8015,,,,,,,,87.1,3.6824,1.3495,,,,,
,87.2,3.6857,2.8023,,,,,,,,87.2,3.6867,1.3493,,,,,
,87.3,3.6902,2.8037,,,,,,,,87.3,3.6906,1.3496,,,,,
,87.4,3.6942,2.805,,,,,,,,87.4,3.695,1.3498,,,,,
,87.5,3.6986,2.8062,,,,,,,,87.5,3.6993,1.35,,,,,
,87.6,3.7029,2.8076,,,,,,,,87.6,3.7035,1.3506,,,,,
,87.7,3.7071,2.8088,,,,,,,,87.7,3.7076,1.3505,,,,,
,87.8,3.7114,2.8099,,,,,,,,87.8,3.7121,1.3507,,,,,
,87.9,3.7157,2.8113,,,,,,,,87.9,3.7163,1.3508,,,,,
,88,3.72,2.8126,,,,,,,,88,3.7209,1.3517,,,,,
,88.1,3.7242,2.8137,,,,,,,,88.1,3.7245,1.3511,,,,,
,88.2,3.7284,2.8149,,,,,,,,88.2,3.7293,1.3516,,,,,
,88.3,3.7324,2.8155,,,,,,,,88.3,3.7333,1.3514,,,,,
,88.4,3.7367,2.817,,,,,,,,88.4,3.7376,1.3518,,,,,
,88.5,3.7409,2.8182,,,,,,,,88.5,3.7413,1.3518,,,,,
,88.6,3.745,2.8192,,,,,,,,88.6,3.746,1.3523,,,,,
,88.7,3.7496,2.8209,,,,,,,,88.7,3.7498,1.3516,,,,,
,88.8,3.7537,2.8218,,,,,,,,88.8,3.7546,1.353,,,,,
,88.9,3.7581,2.823,,,,,,,,88.9,3.7583,1.3526,,,,,
,89,3.762,2.824,,,,,,,,89,3.7631,1.354,,,,,
,89.1,3.7666,2.8254,,,,,,,,89.1,3.767,1.3532,,,,,
,89.2,3.7706,2.8263,,,,,,,,89.2,3.7715,1.3526,,,,,
,89.3,3.7751,2.8277,,,,,,,,89.3,3.7752,1.3535,,,,,
,89.4,3.7787,2.8282,,,,,,,,89.4,3.7802,1.3542,,,,,
,89.5,3.7835,2.8301,,,,,,,,89.5,3.7837,1.3532,,,,,
,89.6,3.7872,2.8303,,,,,,,,89.6,3.7883,1.3541,,,,,
,89.7,3.792,2.8323,,,,,,,,89.7,3.7922,1.3539,,,,,
,89.8,3.7957,2.8325,,,,,,,,89.8,3.7967,1.3543,,,,,
,89.9,3.8007,2.8347,,,,,,,,89.9,3.8007,1.354,,,,,
,90,3.8042,2.8348,,,,,,,,90,3.8052,1.3546,,,,,
,90.1,3.8091,2.8366,,,,,,,,90.1,3.8093,1.3545,,,,,
,90.2,3.8126,2.8367,,,,,,,,90.2,3.8138,1.3551,,,,,
,90.3,3.8179,2.8393,,,,,,,,90.3,3.818,1.3556,,,,,
,90.4,3.8213,2.8389,,,,,,,,90.4,3.8221,1.3553,,,,,
,90.5,3.826,2.8407,,,,,,,,90.5,3.8267,1.3555,,,,,
,90.6,3.8295,2.8411,,,,,,,,90.6,3.8305,1.3551,,,,,
,90.7,3.8344,2.8429,,,,,,,,90.7,3.8349,1.3554,,,,,
,90.8,3.838,2.8434,,,,,,,,90.8,3.8388,1.3551,,,,,
,90.9,3.8429,2.8451,,,,,,,,90.9,3.8434,1.3554,,,,,
,91,3.8465,2.8454,,,,,,,,91,3.8472,1.3554,,,,,
,91.1,3.8514,2.8475,,,,,,,,91.1,3.8518,1.3561,,,,,
,91.2,3.8551,2.8477,,,,,,,,91.2,3.8556,1.3558,,,,,
,91.3,3.8598,2.8491,,,,,,,,91.3,3.8606,1.3566,,,,,
,91.4,3.8636,2.8497,,,,,,,,91.4,3.8642,1.3564,,,,,
,91.5,3.8683,2.8515,,,,,,,,91.5,3.8688,1.3565,,,,,
,91.6,3.872,2.8522,,,,,,,,91.6,3.8726,1.3562,,,,,
,91.7,3.8764,2.8533,,,,,,,,91.7,3.8773,1.3563,,,,,
,91.8,3.8804,2.8543,,,,,,,,91.8,3.881,1.3564,,,,,
,91.9,3.8849,2.8555,,,,,,,,91.9,3.8857,1.3564,,,,,
,92,3.889,2.8559,,,,,,,,92,3.8895,1.3559,,,,,
,92.1,3.8935,2.8576,,,,,,,,92.1,3.8942,1.3564,,,,,
,92.2,3.8976,2.8588,,,,,,,,92.2,3.898,1.3564,,,,,
,92.3,3.902,2.8599,,,,,,,,92.3,3.9026,1.3568,,,,,
,92.4,3.9061,2.8603,,,,,,,,92.4,3.9066,1.3565,,,,,
,92.5,3.9106,2.862,,,,,,,,92.5,3.9112,1.3569,,,,,
,92.6,3.9147,2.863,,,,,,,,92.6,3.9152,1.3568,,,,,
,92.7,3.919,2.864,,,,,,,,92.7,3.9197,1.3569,,,,,
,92.8,3.9228,2.8644,,,,,,,,92.8,3.9238,1.3567,,,,,
,92.9,3.9273,2.8659,,,,,,,,92.9,3.9281,1.3566,,,,,
,93,3.9313,2.8667,,,,,,,,93,3.9321,1.3569,,,,,
,93.1,3.9358,2.8684,,,,,,,,93.1,3.9364,1.3561,,,,,
,93.2,3.9397,2.8686,,,,,,,,93.2,3.9405,1.3567,,,,,
,93.3,3.9444,2.8706,,,,,,,,93.3,3.9449,1.3564,,,,,
,93.4,3.9484,2.8709,,,,,,,,93.4,3.9489,1.3563,,,,,
,93.5,3.9528,2.8724,,,,,,,,93.5,3.9534,1.357,,,,,
,93.6,3.9566,2.8726,,,,,,,,93.6,3.9576,1.357,,,,,
,93.7,3.9615,2.8746,,,,,,,,93.7,3.9618,1.3565,,,,,
,93.8,3.9651,2.8746,,,,,,,,93.8,3.966,1.3564,,,,,
,93.9,3.9697,2.8762,,,,,,,,93.9,3.9704,1.3567,,,,,
,94,3.9733,2.8766,,,,,,,,94,3.9744,1.3565,,,,,
,94.1,3.9782,2.8785,,,,,,,,94.1,3.9788,1.3562,,,,,
,94.2,3.9819,2.8787,,,,,,,,94.2,3.9827,1.3556,,,,,
,94.3,3.9868,2.8805,,,,,,,,94.3,3.9872,1.3562,,,,,
,94.4,3.9904,2.8806,,,,,,,,94.4,3.9913,1.3561,,,,,
,94.5,3.9953,2.8825,,,,,,,,94.5,3.9958,1.3564,,,,,
,94.6,3.999,2.8827,,,,,,,,94.6,3.9995,1.3561,,,,,
,94.7,4.0038,2.8845,,,,,,,,94.7,4.0044,1.3566,,,,,
,94.8,4.0076,2.8847,,,,,,,,94.8,4.008,1.356,,,,,
,94.9,4.0124,2.8865,,,,,,,,94.9,4.013,1.3568,,,,,
,95,4.016,2.8866,,,,,,,,95,4.0166,1.3558,,,,,
,95.1,4.0205,2.8881,,,,,,,,95.1,4.0217,1.3561,,,,,
,95.2,4.0244,2.8888,,,,,,,,95.2,4.0252,1.3555,,,,,
,95.3,4.0289,2.8898,,,,,,,,95.3,4.0298,1.3558,,,,,
,95.4,4.0328,2.8905,,,,,,,,95.4,4.0332,1.3553,,,,,
,95.5,4.0373,2.8916,,,,,,,,95.5,4.0384,1.3564,,,,,
,95.6,4.0416,2.8929,,,,,,,,95.6,4.0419,1.3556,,,,,
,95.7,4.0458,2.8938,,,,,,,,95.7,4.0468,1.3559,,,,,
,95.8,4.0501,2.8947,,,,,,,,95.8,4.0503,1.3559,,,,,
,95.9,4.0542,2.8956,,,,,,,,95.9,4.0552,1.3557,,,,,
,96,4.0586,2.8964,,,,,,,,96,4.0588,1.3544,,,,,
,96.1,4.0627,2.8975,,,,,,,,96.1,4.0638,1.355,,,,,
,96.2,4.0667,2.8983,,,,,,,,96.2,4.0674,1.3545,,,,,
,96.3,4.0709,2.899,,,,,,,,96.3,4.0722,1.355,,,,,
,96.4,4.0755,2.9001,,,,,,,,96.4,4.0758,1.3543,,,,,
,96.5,4.0794,2.901,,,,,,,,96.5,4.0804,1.3544,,,,,
,96.6,4.0839,2.902,,,,,,,,96.6,4.0843,1.3546,,,,,
,96.7,4.088,2.9027,,,,,,,,96.7,4.0889,1.3542,,,,,
,96.8,4.0925,2.904,,,,,,,,96.8,4.0928,1.3536,,,,,
,96.9,4.0966,2.9048,,,,,,,,96.9,4.0973,1.3536,,,,,
,97,4.1008,2.9053,,,,,,,,97,4.1014,1.3537,,,,,
,97.1,4.1051,2.9066,,,,,,,,97.1,4.1057,1.3533,,,,,
,97.2,4.1095,2.9075,,,,,,,,97.2,4.11,1.3528,,,,,
,97.3,4.1135,2.9082,,,,,,,,97.3,4.1144,1.3537,,,,,
,97.4,4.1177,2.9087,,,,,,,,97.4,4.1186,1.3531,,,,,
,97.5,4.1219,2.9099,,,,,,,,97.5,4.1227,1.3529,,,,,
,97.6,4.126,2.9103,,,,,,,,97.6,4.1268,1.3533,,,,,
,97.7,4.1305,2.9117,,,,,,,,97.7,4.131,1.3524,,,,,
,97.8,4.1346,2.9124,,,,,,,,97.8,4.1353,1.3519,,,,,
,97.9,4.1389,2.9135,,,,,,,,97.9,4.1396,1.3526,,,,,
,98,4.1432,2.914,,,,,,,,98,4.1436,1.3518,,,,,
,98.1,4.1476,2.9154,,,,,,,,98.1,4.1481,1.3518,,,,,
,98.2,4.1515,2.9157,,,,,,,,98.2,4.1522,1.3517,,,,,
,98.3,4.1561,2.9173,,,,,,,,98.3,4.1567,1.3521,,,,,
,98.4,4.1599,2.9171,,,,,,,,98.4,4.1607,1.3514,,,,,
,98.5,4.1643,2.9187,,,,,,,,98.5,4.1653,1.3514,,,,,
,98.6,4.1685,2.9192,,,,,,,,98.6,4.169,1.3507,,,,,
,98.7,4.1727,2.9201,,,,,,,,98.7,4.1736,1.3507,,,,,
,98.8,4.1769,2.9208,,,,,,,,98.8,4.1773,1.3499,,,,,
,98.9,4.1812,2.9218,,,,,,,,98.9,4.1821,1.3507,,,,,
,99,4.1854,2.9224,,,,,,,,99,4.1859,1.3505,,,,,
,99.1,4.1898,2.9237,,,,,,,,99.1,4.1905,1.3505,,,,,
,99.2,4.1941,2.9246,,,,,,,,99.2,4.1943,1.3502,,,,,
,99.3,4.1982,2.9252,,,,,,,,99.3,4.1991,1.3505,,,,,
,99.4,4.2029,2.9265,,,,,,,,99.4,4.2028,1.3496,,,,,
,99.5,4.2066,2.9266,,,,,,,,99.5,4.2077,1.3492,,,,,
,99.6,4.2111,2.928,,,,,,,,99.6,4.2114,1.3489,,,,,
,99.7,4.2149,2.9282,,,,,,,,99.7,4.2162,1.3494,,,,,
,99.8,4.2196,2.9294,,,,,,,,99.8,4.2199,1.3482,,,,,
,99.9,4.2232,2.9297,,,,,,,,99.9,4.2243,1.3485,,,,,
,100,4.228,2.931,,,,,,,,100,4.2282,1.3478,,,,,
,100.1,4.2317,2.9311,,,,,,,,100.1,4.2329,1.3483,,,,,
,100.2,4.2367,2.933,,,,,,,,100.2,4.2368,1.3474,,,,,
,100.3,4.2403,2.9331,,,,,,,,100.3,4.2411,1.3475,,,,,
,100.4,4.2451,2.9344,,,,,,,,100.4,4.2454,1.3471,,,,,
,100.5,4.2486,2.9346,,,,,,,,100.5,4.2497,1.3472,,,,,
,100.6,4.2537,2.9361,,,,,,,,100.6,4.254,1.3464,,,,,
,100.7,4.2571,2.9358,,,,,,,,100.7,4.2581,1.3461,,,,,
,100.8,4.2619,2.9376,,,,,,,,100.8,4.2625,1.3457,,,,,
,100.9,4.2654,2.9376,,,,,,,,100.9,4.2665,1.3453,,,,,
,101,4.2705,2.939,,,,,,,,101,4.2707,1.3452,,,,,
,101.1,4.2741,2.9392,,,,,,,,101.1,4.2748,1.3451,,,,,
,101.2,4.2788,2.9407,,,,,,,,101.2,4.2795,1.3451,,,,,
,101.3,4.2825,2.941,,,,,,,,101.3,4.2833,1.3435,,,,,
,101.4,4.2874,2.9423,,,,,,,,101.4,4.2878,1.3442,,,,,
,101.5,4.2912,2.9426,,,,,,,,101.5,4.2917,1.3439,,,,,
,101.6,4.2959,2.9438,,,,,,,,101.6,4.2964,1.3435,,,,,
,101.7,4.2997,2.9443,,,,,,,,101.7,4.3004,1.343,,,,,
,101.8,4.3044,2.9453,,,,,,,,101.8,4.305,1.3428,,,,,
,101.9,4.3081,2.9455,,,,,,,,101.9,4.3089,1.3425,,,,,
,102,4.3126,2.9465,,,,,,,,102,4.3134,1.342,,,,,
,102.1,4.3165,2.9469,,,,,,,,102.1,4.3174,1.3417,,,,,
,102.2,4.3211,2.9478,,,,,,,,102.2,4.3216,1.3415,,,,,
,102.3,4.3249,2.9485,,,,,,,,102.3,4.3257,1.3413,,,,,
,102.4,4.3296,2.9494,,,,,,,,102.4,4.3301,1.3412,,,,,
,102.5,4.3336,2.9503,,,,,,,,102.5,4.3343,1.3406,,,,,
,102.6,4.3382,2.9513,,,,,,,,102.6,4.3385,1.3391,,,,,
,102.7,4.342,2.9512,,,,,,,,102.7,4.3427,1.3398,,,,,
,102.8,4.3466,2.9524,,,,,,,,102.8,4.3472,1.3397,,,,,
,102.9,4.3504,2.9529,,,,,,,,102.9,4.3514,1.3386,,,,,
,103,4.355,2.954,,,,,,,,103,4.3554,1.3381,,,,,
,103.1,4.3586,2.9541,,,,,,,,103.1,4.3598,1.3381,,,,,
,103.2,4.3635,2.9554,,,,,,,,103.2,4.3639,1.3374,,,,,
,103.3,4.3672,2.9554,,,,,,,,103.3,4.3681,1.3368,,,,,
,103.4,4.372,2.957,,,,,,,,103.4,4.3724,1.3367,,,,,
,103.5,4.3756,2.9567,,,,,,,,103.5,4.3766,1.3365,,,,,
,103.6,4.3806,2.9586,,,,,,,,103.6,4.3808,1.3356,,,,,
,103.7,4.3842,2.9586,,,,,,,,103.7,4.3849,1.3354,,,,,
,103.8,4.3892,2.96,,,,,,,,103.8,4.3894,1.336,,,,,
,103.9,4.3926,2.9598,,,,,,,,103.9,4.3936,1.3353,,,,,
,104,4.3979,2.9617,,,,,,,,104,4.3981,1.3353,,,,,
,104.1,4.4012,2.9613,,,,,,,,104.1,4.4021,1.3344,,,,,
,104.2,4.4061,2.9632,,,,,,,,104.2,4.4066,1.3345,,,,,
,104.3,4.4093,2.9622,,,,,,,,104.3,4.4105,1.3335,,,,,
,104.4,4.4145,2.9641,,,,,,,,104.4,4.415,1.3334,,,,,
,104.5,4.4178,2.9638,,,,,,,,104.5,4.4188,1.3325,,,,,
,104.6,4.423,2.9658,,,,,,,,104.6,4.4235,1.3324,,,,,
,104.7,4.4263,2.9654,,,,,,,,104.7,4.4272,1.3309,,,,,
,104.8,4.4315,2.9673,,,,,,,,104.8,4.4318,1.3306,,,,,
,104.9,4.4351,2.9673,,,,,,,,104.9,4.4355,1.3296,,,,,
,105,4.4398,2.9687,,,,,,,,105,4.4406,1.3294,,,,,
,105.1,4.4435,2.9684,,,,,,,,105.1,4.4442,1.3282,,,,,
,105.2,4.4483,2.9701,,,,,,,,105.2,4.4491,1.3288,,,,,
,105.3,4.4518,2.9698,,,,,,,,105.3,4.4525,1.3277,,,,,
,105.4,4.4565,2.9713,,,,,,,,105.4,4.4575,1.328,,,,,
,105.5,4.4604,2.9713,,,,,,,,105.5,4.4609,1.3265,,,,,
,105.6,4.4649,2.9724,,,,,,,,105.6,4.4658,1.3271,,,,,
,105.7,4.469,2.9727,,,,,,,,105.7,4.4693,1.3263,,,,,
,105.8,4.4733,2.9736,,,,,,,,105.8,4.4744,1.3265,,,,,
,105.9,4.4777,2.9744,,,,,,,,105.9,4.4778,1.3254,,,,,
,106,4.4819,2.9749,,,,,,,,106,4.4826,1.3259,,,,,
,106.1,4.4861,2.9754,,,,,,,,106.1,4.4863,1.3242,,,,,
,106.2,4.4904,2.976,,,,,,,,106.2,4.4913,1.3246,,,,,
,106.3,4.4948,2.9768,,,,,,,,106.3,4.4951,1.3237,,,,,
,106.4,4.4987,2.9771,,,,,,,,106.4,4.4997,1.324,,,,,
,106.5,4.503,2.978,,,,,,,,106.5,4.5035,1.3223,,,,,
,106.6,4.507,2.9782,,,,,,,,106.6,4.5082,1.3223,,,,,
,106.7,4.5115,2.9791,,,,,,,,106.7,4.5119,1.3214,,,,,
,106.8,4.5156,2.9797,,,,,,,,106.8,4.5165,1.3209,,,,,
,106.9,4.5198,2.9801,,,,,,,,106.9,4.5205,1.3203,,,,,
,107,4.5239,2.9806,,,,,,,,107,4.5249,1.3198,,,,,
,107.1,4.5287,2.982,,,,,,,,107.1,4.5288,1.3187,,,,,
,107.2,4.5326,2.9822,,,,,,,,107.2,4.5332,1.3178,,,,,
,107.3,4.5368,2.9827,,,,,,,,107.3,4.5375,1.3172,,,,,
,107.4,4.5412,2.9836,,,,,,,,107.4,4.542,1.3173,,,,,
,107.5,4.5453,2.9838,,,,,,,,107.5,4.5459,1.3158,,,,,
,107.6,4.5495,2.9846,,,,,,,,107.6,4.5503,1.3153,,,,,
,107.7,4.5536,2.9845,,,,,,,,107.7,4.5545,1.3145,,,,,
,107.8,4.5579,2.9857,,,,,,,,107.8,4.5586,1.3134,,,,,
,107.9,4.5622,2.9863,,,,,,,,107.9,4.5627,1.3125,,,,,
,108,4.5664,2.9869,,,,,,,,108,4.5672,1.3124,,,,,
,108.1,4.5705,2.9872,,,,,,,,108.1,4.5713,1.3115,,,,,
,108.2,4.5751,2.9886,,,,,,,,108.2,4.5756,1.3109,,,,,
,108.3,4.5791,2.9889,,,,,,,,108.3,4.5796,1.3098,,,,,
,108.4,4.5837,2.9896,,,,,,,,108.4,4.584,1.3095,,,,,
,108.5,4.5877,2.9899,,,,,,,,108.5,4.5883,1.3092,,,,,
,108.6,4.592,2.991,,,,,,,,108.6,4.5929,1.3086,,,,,
,108.7,4.5962,2.9915,,,,,,,,108.7,4.5966,1.3075,,,,,
,108.8,4.6004,2.992,,,,,,,,108.8,4.6013,1.3074,,,,,
,108.9,4.6044,2.992,,,,,,,,108.9,4.6051,1.3065,,,,,
,109,4.6088,2.993,,,,,,,,109,4.6098,1.306,,,,,
,109.1,4.6129,2.9935,,,,,,,,109.1,4.6135,1.3047,,,,,
,109.2,4.6171,2.994,,,,,,,,109.2,4.6182,1.3053,,,,,
,109.3,4.6217,2.995,,,,,,,,109.3,4.6218,1.3038,,,,,
,109.4,4.6258,2.9954,,,,,,,,109.4,4.6266,1.3029,,,,,
,109.5,4.6301,2.9962,,,,,,,,109.5,4.6303,1.3025,,,,,
,109.6,4.6342,2.9965,,,,,,,,109.6,4.6353,1.3028,,,,,
,109.7,4.6386,2.9972,,,,,,,,109.7,4.6391,1.3013,,,,,
,109.8,4.6426,2.9975,,,,,,,,109.8,4.6436,1.3009,,,,,
,109.9,4.647,2.9986,,,,,,,,109.9,4.6474,1.3005,,,,,
,110,4.6508,2.9986,,,,,,,,110,4.6521,1.2998,,,,,
,110.1,4.6556,3.0001,,,,,,,,110.1,4.6557,1.299,,,,,
,110.2,4.6593,2.9998,,,,,,,,110.2,4.6604,1.2988,,,,,
,110.3,4.6638,3.0007,,,,,,,,110.3,4.6644,1.2973,,,,,
,110.4,4.6678,3.0011,,,,,,,,110.4,4.6687,1.2977,,,,,
,110.5,4.6725,3.002,,,,,,,,110.5,4.6728,1.2968,,,,,
,110.6,4.6764,3.0023,,,,,,,,110.6,4.6771,1.2964,,,,,
,110.7,4.6812,3.0034,,,,,,,,110.7,4.6814,1.2956,,,,,
,110.8,4.6848,3.0032,,,,,,,,110.8,4.6859,1.2951,,,,,
,110.9,4.6897,3.0046,,,,,,,,110.9,4.69,1.2945,,,,,
,111,4.6934,3.0045,,,,,,,,111,4.6941,1.2939,,,,,
,111.1,4.6977,3.0051,,,,,,,,111.1,4.6987,1.2933,,,,,
,111.2,4.7017,3.0054,,,,,,,,111.2,4.7026,1.2931,,,,,
,111.3,4.7064,3.0062,,,,,,,,111.3,4.707,1.2921,,,,,
,111.4,4.7102,3.0066,,,,,,,,111.4,4.711,1.2916,,,,,
